#SUBMITTED ID	FBID_KEY	NAME	SYMBOL
FBgn0041147	FBgn0041147	imaginal discs arrested	ida
FBgn0011175	FBgn0011175	lethal (1) 291-53	l(1)291-53
FBgn0001053	FBgn0001053	female sterile (3) K1	fs(3)K1
FBgn0261285	FBgn0261285	Phosphopantothenoylcysteine synthetase	Ppcs
FBgn0003751	FBgn0003751	trunk	trk
FBgn0003407	FBgn0003407	sieve	sie
FBgn0025149	FBgn0025149	ms(2)A7	ms(2)A7
FBgn0287768	FBgn0287768	escargot	esg
FBgn0004865	FBgn0004865	Ecdysone-induced protein 78C	Eip78C
FBgn0002663	FBgn0002663	maternal effect cellularisation defect L	mat(2)cell-L
FBgn0015790	FBgn0015790	Rab11	Rab11
FBgn0011215	FBgn0011215	cashews	cash
FBgn0025515	FBgn0025515	fs(3)82EFa	fs(3)82EFa
FBgn0000562	FBgn0000562	egalitarian	egl
FBgn0039071	FBgn0039071	big bubble 8	bb8
FBgn0000834	FBgn0000834	female sterile (1) M17	fs(1)M17
FBgn0243512	FBgn0243512	puckered	puc
FBgn0028580	FBgn0028580	male sterile (2) 35Bi	ms(2)35Bi
FBgn0036641	FBgn0036641	survival motor neuron	Smn
FBgn0000883	FBgn0000883	female sterile (1) M81	fs(1)M81
FBgn0002680	FBgn0002680	maternal effect syncytial blastoderm arrest H	mat(2)syn-H
FBgn0015296	FBgn0015296	SHC-adaptor protein	Shc
FBgn0033261	FBgn0033261	under-developed	udd
FBgn0000934	FBgn0000934	female sterile (2) A4	fs(2)A4
FBgn0003418	FBgn0003418	slimma	sla
FBgn0032515	FBgn0032515	loquacious	loqs
FBgn0000956	FBgn0000956	female sterile (2) E3	fs(2)E3
FBgn0040221	FBgn0040221	fs(2)AB00	fs(2)AB00
FBgn0000921	FBgn0000921	female sterile (1) no eggs 8	fs(1)ne8
FBgn0004363	FBgn0004363	porin	porin
FBgn0288976	FBgn0288976	Dynein axonemal assembly factor 5	Dnaaf5
FBgn0000250	FBgn0000250	cactus	cact
FBgn0003321	FBgn0003321	small bristles	sbr
FBgn0267407	FBgn0267407	courtless	crl
FBgn0263594	FBgn0263594	lost	lost
FBgn0010382	FBgn0010382	Cyclin E	CycE
FBgn0000824	FBgn0000824	female sterile (1) K1563	fs(1)K1563
FBgn0001222	FBgn0001222	Heat shock factor	Hsf
FBgn0005683	FBgn0005683	pineapple eye	pie
FBgn0025513	FBgn0025513	fs(3)82EFc	fs(3)82EFc
FBgn0287725	FBgn0287725	small ovary	sov
FBgn0261854	FBgn0261854	atypical protein kinase C	aPKC
FBgn0025141	FBgn0025141	ms(3)A6	ms(3)A6
FBgn0004374	FBgn0004374	nebbish	neb
FBgn0005099	FBgn0005099	female sterile (3) 110-8	fs(3)110-8
FBgn0000735	FBgn0000735	female sterile (1) 1867	fs(1)1867
FBgn0016076	FBgn0016076	vrille	vri
FBgn0000316	FBgn0000316	cinnamon	cin
FBgn0000328	FBgn0000328	cloven thorax 2	clv-2
FBgn0000496	FBgn0000496	droopy wings	drw
FBgn0002791	FBgn0002791	morula	mr
FBgn0283499	FBgn0283499	Insulin-like receptor	InR
FBgn0000537	FBgn0000537	early	eay
FBgn0003410	FBgn0003410	seven in absentia	sina
FBgn0000892	FBgn0000892	female sterile (1) M91	fs(1)M91
FBgn0040220	FBgn0040220	fs(2)BA37	fs(2)BA37
FBgn0004666	FBgn0004666	single-minded	sim
FBgn0263198	FBgn0263198	Acinus	Acn
FBgn0003478	FBgn0003478	splay wing	splw
FBgn0001017	FBgn0001017	female sterile (3) A8	fs(3)A8
FBgn0003277	FBgn0003277	RNA polymerase II subunit A	Polr2A
FBgn0000776	FBgn0000776	female sterile (1) A1268	fs(1)A1268
FBgn0005311	FBgn0005311	male sterile (2) 73d	ms(2)73d
FBgn0000114	FBgn0000114	bruno 1	bru1
FBgn0041775	FBgn0041775	trailer hitch	tral
FBgn0002729	FBgn0002729	male female sterile 350	mfs(2)350
FBgn0000146	FBgn0000146	aubergine	aub
FBgn0000139	FBgn0000139	absent, small, or homeotic discs 2	ash2
FBgn0004872	FBgn0004872	P-element induced wimpy testis	piwi
FBgn0034740	FBgn0034740	novel spermatogenesis regulator	nsr
FBgn0010168	FBgn0010168	reticulated	reticulated
FBgn0000763	FBgn0000763	female sterile (1) A543	fs(1)A543
FBgn0002824	FBgn0002824	male sterile (2) E3	ms(2)E3
FBgn0043488	FBgn0043488	fs(3)66EFb	fs(3)66EFb
FBgn0003613	FBgn0003613	Suppressor of variegation 2-11	Su(var)2-11
FBgn0003599	FBgn0003599	Suppressor of variegation 3-8	Su(var)3-8
FBgn0086408	FBgn0086408	stall	stl
FBgn0013452	FBgn0013452	fs(2)R2.503	fs(2)R2.503
FBgn0025525	FBgn0025525	bric a brac 2	bab2
FBgn0086785	FBgn0086785	Vacuolar protein sorting 36	Vps36
FBgn0002877	FBgn0002877	murrey	mur
FBgn0001404	FBgn0001404	egghead	egh
FBgn0010135	FBgn0010135	maternal lethal (2) Notchlike	mat(2)N
FBgn0000833	FBgn0000833	female sterile (1) M15	fs(1)M15
FBgn0000749	FBgn0000749	female sterile (1) A336	fs(1)A336
FBgn0067645	FBgn0067645	soft boiled	soft-boiled
FBgn0010379	FBgn0010379	Akt kinase	Akt
FBgn0003156	FBgn0003156	platinum	pt
FBgn0001020	FBgn0001020	female sterile (3) A11	fs(3)A11
FBgn0022027	FBgn0022027	Vacuolar protein sorting 25	Vps25
FBgn0040218	FBgn0040218	fs(2)BP76	fs(2)BP76
FBgn0038063	FBgn0038063	Octopamine beta2 receptor	Octbeta2R
FBgn0024893	FBgn0024893	dud	dud
FBgn0002946	FBgn0002946	no bridge	nob
FBgn0000819	FBgn0000819	female sterile (1) K1134	fs(1)K1134
FBgn0087040	FBgn0087040	alpha-Tubulin at 67C	alphaTub67C
FBgn0002802	FBgn0002802	male sterile (1) 19Fa	ms(1)19Fa
FBgn0002780	FBgn0002780	modulo	mod
FBgn0002660	FBgn0002660	maternal effect cellularisation defect I	mat(2)cell-I
FBgn0033921	FBgn0033921	tejas	tej
FBgn0261987	FBgn0261987	Peroxinectin-like	Pxt
FBgn0264815	FBgn0264815	Phosphodiesterase 1c	Pde1c
FBgn0003567	FBgn0003567	suppressor of Hairy wing	su(Hw)
FBgn0004867	FBgn0004867	Ribosomal protein S2	RpS2
FBgn0000306	FBgn0000306	cherub	che
FBgn0011206	FBgn0011206	boule	bol
FBgn0016043	FBgn0016043	loop unfolding protein-1	lup-1
FBgn0004027	FBgn0004027	water wings	wtw
FBgn0000427	FBgn0000427	defective chorion	dec
FBgn0041103	FBgn0041103	no hitter	nht
FBgn0000740	FBgn0000740	female sterile (1) A120	fs(1)A120
FBgn0082188	FBgn0082188	lethal (3) S033513	l(3)S033513
FBgn0004032	FBgn0004032	wizened	wz
FBgn0000727	FBgn0000727	fruh	frh
FBgn0000959	FBgn0000959	female sterile (2) E6	fs(2)E6
FBgn0000751	FBgn0000751	female sterile (1) A383	fs(1)A383
FBgn0011217	FBgn0011217	effete	eff
FBgn0261618	FBgn0261618	La related protein	larp
FBgn0000319	FBgn0000319	Clathrin heavy chain	Chc
FBgn0067672	FBgn0067672	omelet	omelet
FBgn0002962	FBgn0002962	nanos	nanos
FBgn0000885	FBgn0000885	female sterile (1) M83	fs(1)M83
FBgn0000928	FBgn0000928	female sterile (1) Yb	fs(1)Yb
FBgn0025146	FBgn0025146	ms(3)A1	ms(3)A1
FBgn0000913	FBgn0000913	female sterile (1) MY18	fs(1)MY18
FBgn0259976	FBgn0259976	parva germina	pag
FBgn0000205	FBgn0000205	bordosteril	bos
FBgn0011208	FBgn0011208	bobble	bob
FBgn0052296	FBgn0052296	Myocardin-related transcription factor	Mrtf
FBgn0025514	FBgn0025514	fs(3)82EFb	fs(3)82EFb
FBgn0015270	FBgn0015270	Origin recognition complex subunit 2	Orc2
FBgn0004652	FBgn0004652	fruitless	fru
FBgn0020807	FBgn0020807	mfs(3)D83	mfs(3)D83
FBgn0003435	FBgn0003435	smooth	sm
FBgn0002819	FBgn0002819	male sterile (2) 3R	ms(2)3R
FBgn0003204	FBgn0003204	raspberry	ras
FBgn0000919	FBgn0000919	female sterile (1) no eggs 5	fs(1)ne5
FBgn0263231	FBgn0263231	belle	bel
FBgn0087008	FBgn0087008	enhancer of yellow 3	e(y)3
FBgn0036480	FBgn0036480	Centrosomal protein 135kDa	Cep135
FBgn0086907	FBgn0086907	Cytochrome c distal	Cyt-c-d
FBgn0000764	FBgn0000764	female sterile (1) A572	fs(1)A572
FBgn0000854	FBgn0000854	female sterile (1) M46	fs(1)M46
FBgn0003160	FBgn0003160	ponte thermosensible	pts
FBgn0086678	FBgn0086678	-	fs(3)H813
FBgn0000931	FBgn0000931	female sterile (2) A1	fs(2)A1
FBgn0000868	FBgn0000868	female sterile (1) M63	fs(1)M63
FBgn0015905	FBgn0015905	asteroid	ast
FBgn0005098	FBgn0005098	female sterile (3) 108-17	fs(3)108-17
FBgn0025815	FBgn0025815	Minichromosome maintenance 6	Mcm6
FBgn0012058	FBgn0012058	Cell division cycle 27	Cdc27
FBgn0001959	FBgn0001959	lethal (2) 34Db	l(2)34Db
FBgn0002676	FBgn0002676	maternal effect syncytial blastoderm arrest D	mat(2)syn-D
FBgn0004510	FBgn0004510	Ets at 97D	Ets97D
FBgn0011224	FBgn0011224	hephaestus	heph
FBgn0034430	FBgn0034430	Myb-interacting protein 40	mip40
FBgn0003281	FBgn0003281	rose	rs
FBgn0001137	FBgn0001137	gurken	grk
FBgn0025155	FBgn0025155	ms(2)A12	ms(2)A12
FBgn0000872	FBgn0000872	female sterile (1) M68	fs(1)M68
FBgn0005596	FBgn0005596	yemanuclein	yem
FBgn0014395	FBgn0014395	touch insensitive larva B	tilB
FBgn0013645	FBgn0013645	mfs(3)1	mfs(3)1
FBgn0260964	FBgn0260964	Vesicular monoamine transporter	Vmat
FBgn0011234	FBgn0011234	trail mix	tmx
FBgn0000955	FBgn0000955	female sterile (2) E2	fs(2)E2
FBgn0001065	FBgn0001065	female sterile of Tabriz	fs(3)T
FBgn0000748	FBgn0000748	female sterile (1) A331	fs(1)A331
FBgn0262582	FBgn0262582	capicua	cic
FBgn0001416	FBgn0001416	lethal (1) 5CDa	l(1)5CDa
FBgn0000923	FBgn0000923	female sterile (1) no eggs 10	fs(1)ne10
FBgn0021760	FBgn0021760	chromosome bows	chb
FBgn0031398	FBgn0031398	daedalus	daed
FBgn0000520	FBgn0000520	deformed wings	dwg
FBgn0259795	FBgn0259795	loopin-1	loopin-1
FBgn0036365	FBgn0036365	combover	cmb
FBgn0015625	FBgn0015625	Cyclin B3	CycB3
FBgn0002989	FBgn0002989	okra	okr
FBgn0046117	FBgn0046117	E(To)9	E(To)9
FBgn0035915	FBgn0035915	Sperm-Leucylaminopeptidase 1	S-Lap1
FBgn0014141	FBgn0014141	cheerio	cher
FBgn0069069	FBgn0069069	20-51	20-51
FBgn0028734	FBgn0028734	Fragile X messenger ribonucleoprotein 1	Fmr1
FBgn0000775	FBgn0000775	female sterile (1) A1245	fs(1)A1245
FBgn0067879	FBgn0067879	Mod(Prat:bw)2-4	Mod(Prat:bw)2-4
FBgn0002829	FBgn0002829	male sterile (2) E8	ms(2)E8
FBgn0004075	FBgn0004075	male sterile (2) 35Eb	ms(2)35Eb
FBgn0031052	FBgn0031052	-	Elys
FBgn0024248	FBgn0024248	chico	chico
FBgn0001171	FBgn0001171	hair bristles	ha
FBgn0000392	FBgn0000392	cup	cup
FBgn0000147	FBgn0000147	aurora A	aurA
FBgn0004400	FBgn0004400	rhino	rhi
FBgn0015919	FBgn0015919	caupolican	caup
FBgn0000207	FBgn0000207	botch	bot
FBgn0013664	FBgn0013664	ms(3)303	ms(3)303
FBgn0005312	FBgn0005312	male sterile (3) 10R	ms(3)10R
FBgn0000302	FBgn0000302	chaff	cha
FBgn0000405	FBgn0000405	Cyclin B	CycB
FBgn0002658	FBgn0002658	maternal effect cellularisation defect G	mat(2)cell-G
FBgn0000247	FBgn0000247	claret	ca
FBgn0000945	FBgn0000945	female sterile (2) A15	fs(2)A15
FBgn0003292	FBgn0003292	rotated abdomen	rt
FBgn0027889	FBgn0027889	ballchen	ball
FBgn0000851	FBgn0000851	female sterile (1) M40	fs(1)M40
FBgn0003891	FBgn0003891	tudor	tud
FBgn0000895	FBgn0000895	female sterile (1) M95	fs(1)M95
FBgn0086884	FBgn0086884	-	Wed
FBgn0025144	FBgn0025144	ms(3)A3	ms(3)A3
FBgn0002665	FBgn0002665	maternal effect early arrest B	mat(2)ea-B
FBgn0000177	FBgn0000177	baldhead	bh
FBgn0000256	FBgn0000256	cappuccino	capu
FBgn0040219	FBgn0040219	fs(2)BG07	fs(2)BG07
FBgn0025516	FBgn0025516	fs(3)82CDb	fs(3)82CDb
FBgn0002881	FBgn0002881	mutagen-sensitive 105	mus105
FBgn0003048	FBgn0003048	pecanex	pcx
FBgn0000615	FBgn0000615	exuperantia	exu
FBgn0004360	FBgn0004360	Wnt oncogene analog 2	Wnt2
FBgn0011207	FBgn0011207	pelota	pelo
FBgn0000926	FBgn0000926	female sterile (1) small eggs	fs(1)se
FBgn0011254	FBgn0011254	male sterile (3) 98B	ms(3)98B
FBgn0004372	FBgn0004372	always early	aly
FBgn0001079	FBgn0001079	fused	fu
FBgn0045866	FBgn0045866	baiser	bai
FBgn0010287	FBgn0010287	TBP-related factor	Trf
FBgn0004506	FBgn0004506	female sterile (1) K4	fs(1)K4
FBgn0003520	FBgn0003520	staufen	stau
FBgn0000917	FBgn0000917	female sterile (1) no eggs 3	fs(1)ne3
FBgn0005100	FBgn0005100	female sterile (3) 350-7	fs(3)350-7
FBgn0005390	FBgn0005390	female sterile (1) M3	fs(1)M3
FBgn0260789	FBgn0260789	multi sex combs	mxc
FBgn0000979	FBgn0000979	female sterile (2) HO192	fs(2)HO192
FBgn0003975	FBgn0003975	vestigial	vg
FBgn0025147	FBgn0025147	ms(2)A9	ms(2)A9
FBgn0000932	FBgn0000932	female sterile (2) A2	fs(2)A2
FBgn0025153	FBgn0025153	ms(2)A3	ms(2)A3
FBgn0260243	FBgn0260243	Enhancer of variegation 3-9	E(var)3-9
FBgn0288310	FBgn0288310	mauve	mv
FBgn0003009	FBgn0003009	orientation disruptor	ord
FBgn0003867	FBgn0003867	torso-like	tsl
FBgn0003187	FBgn0003187	quail	qua
FBgn0263260	FBgn0263260	seele	sel
FBgn0067767	FBgn0067767	hard boiled	hard-boiled
FBgn0015904	FBgn0015904	araucan	ara
FBgn0261278	FBgn0261278	grapes	grp
FBgn0027108	FBgn0027108	Innexin 2	Inx2
FBgn0067671	FBgn0067671	over easy	over-easy
FBgn0265598	FBgn0265598	Beadex	Bx
FBgn0086265	FBgn0086265	palisade	psd
FBgn0034098	FBgn0034098	krimper	krimp
FBgn0004595	FBgn0004595	prospero	pros
FBgn0011227	FBgn0011227	oxen	ox
FBgn0001237	FBgn0001237	hold up	hup
FBgn0033020	FBgn0033020	Cytochrome c oxidase subunit 4-like	COX4L
FBgn0000822	FBgn0000822	female sterile (1) K1221	fs(1)K1221
FBgn0000961	FBgn0000961	female sterile (2) E8	fs(2)E8
FBgn0261458	FBgn0261458	capulet	capt
FBgn0000864	FBgn0000864	female sterile (1) M58	fs(1)M58
FBgn0000386	FBgn0000386	contorted	ctt
FBgn0010453	FBgn0010453	Wnt oncogene analog 4	Wnt4
FBgn0284444	FBgn0284444	deadbeat	ddbt
FBgn0000947	FBgn0000947	female sterile (2) A17	fs(2)A17
FBgn0027835	FBgn0027835	Dodeca-satellite-binding protein 1	Dp1
FBgn0014893	FBgn0014893	Weakener of white	Wow
FBgn0015925	FBgn0015925	capsuleen	csul
FBgn0265935	FBgn0265935	Coronin	coro
FBgn0004045	FBgn0004045	Yolk protein 1	Yp1
FBgn0002568	FBgn0002568	luckenhaft	luc
FBgn0002810	FBgn0002810	male sterile (1) 516	ms(1)516
FBgn0000504	FBgn0000504	doublesex	dsx
FBgn0011235	FBgn0011235	cuckold	cuc
FBgn0002671	FBgn0002671	maternal effect early arrest H	mat(2)ea-H
FBgn0003889	FBgn0003889	beta-Tubulin at 85D	betaTub85D
FBgn0003575	FBgn0003575	suppressor of sable	su(sable)
FBgn0002679	FBgn0002679	maternal effect syncytial blastoderm arrest G	mat(2)syn-G
FBgn0005655	FBgn0005655	Proliferating cell nuclear antigen	PCNA
FBgn0000867	FBgn0000867	female sterile (1) M62	fs(1)M62
FBgn0001016	FBgn0001016	female sterile (3) A7	fs(3)A7
FBgn0002122	FBgn0002122	lethal (2) Humphrey	l(2)H
FBgn0043489	FBgn0043489	fs(3)66EFa	fs(3)66EFa
FBgn0034617	FBgn0034617	Panoramix	Panx
FBgn0014366	FBgn0014366	noisette	noi
FBgn0003148	FBgn0003148	presto	pre
FBgn0025158	FBgn0025158	ms(2)A1	ms(2)A1
FBgn0000838	FBgn0000838	female sterile (1) M24	fs(1)M24
FBgn0000112	FBgn0000112	abdomen rotatum	ar
FBgn0002674	FBgn0002674	maternal effect syncytial blastoderm arrest B	mat(2)syn-B
FBgn0000782	FBgn0000782	female sterile (1) A1528	fs(1)A1528
FBgn0002657	FBgn0002657	maternal effect cellularisation defect F	mat(2)cell-F
FBgn0044516	FBgn0044516	indirect flight muscle (2) RU664	ifm(2)RU664
FBgn0000894	FBgn0000894	female sterile (1) M94	fs(1)M94
FBgn0027346	FBgn0027346	fs(2)58g	fs(2)58g
FBgn0011245	FBgn0011245	male sterile (2) 29F	ms(2)29F
FBgn0000014	FBgn0000014	abdominal A	abd-A
FBgn0069068	FBgn0069068	27-25	27-25
FBgn0000850	FBgn0000850	female sterile (1) M39	fs(1)M39
FBgn0000873	FBgn0000873	female sterile (1) M70	fs(1)M70
FBgn0000077	FBgn0000077	almondex	amx
FBgn0002922	FBgn0002922	nautilus	nau
FBgn0288690	FBgn0288690	DNA replication helicase/nuclease 2	Dna2
FBgn0001301	FBgn0001301	kelch	kel
FBgn0040298	FBgn0040298	Myt1	Myt1
FBgn0000840	FBgn0000840	female sterile (1) M27	fs(1)M27
FBgn0037555	FBgn0037555	transcriptional Adaptor 2b	Ada2b
FBgn0260940	FBgn0260940	larsen	lsn
FBgn0262598	FBgn0262598	mitoshell	mtsh
FBgn0000519	FBgn0000519	dwarfoid	dwf
FBgn0039972	FBgn0039972	Meiosis regulator and mRNA stability factor 1	Marf1
FBgn0000284	FBgn0000284	cleft	cf
FBgn0001018	FBgn0001018	female sterile (3) A9	fs(3)A9
FBgn0004649	FBgn0004649	yolkless	yl
FBgn0011737	FBgn0011737	Wee1 kinase	Wee1
FBgn0011569	FBgn0011569	cannonball	can
FBgn0283442	FBgn0283442	vasa	vas
FBgn0020524	FBgn0020524	ms(3)CB27	ms(3)CB27
FBgn0003957	FBgn0003957	upright scutellars	ups
FBgn0003028	FBgn0003028	ovo	ovo
FBgn0037015	FBgn0037015	crimpy	cmpy
FBgn0035997	FBgn0035997	pleiohomeotic like	phol
FBgn0004581	FBgn0004581	benign gonial cell neoplasm	bgcn
FBgn0003023	FBgn0003023	ovarian tumor	otu
FBgn0032034	FBgn0032034	Reduction in Cnn dots 4	Rcd4
FBgn0004889	FBgn0004889	twins	tws
FBgn0020776	FBgn0020776	tondo	tondo
FBgn0000052	FBgn0000052	Phosphoribosylformylglycinamidine synthase	Pfas
FBgn0000074	FBgn0000074	amber	amb
FBgn0026206	FBgn0026206	meiotic P26	mei-P26
FBgn0050446	FBgn0050446	Tyrosine decarboxylase 2	Tdc2
FBgn0000937	FBgn0000937	female sterile (2) A7	fs(2)A7
FBgn0000773	FBgn0000773	female sterile (1) A1187	fs(1)A1187
FBgn0002906	FBgn0002906	Bloom syndrome helicase	Blm
FBgn0027194	FBgn0027194	lethal (2) 51Fb	l(2)51Fb
FBgn0260991	FBgn0260991	Inner centromere protein	Incenp
FBgn0010263	FBgn0010263	RNA-binding protein 9	Rbp9
FBgn0003317	FBgn0003317	saxophone	sax
FBgn0000974	FBgn0000974	female sterile (2) HO20	fs(2)HO20
FBgn0000185	FBgn0000185	bientot	bie
FBgn0000940	FBgn0000940	female sterile (2) A10	fs(2)A10
FBgn0000918	FBgn0000918	female sterile (1) no eggs 4	fs(1)ne4
FBgn0000884	FBgn0000884	female sterile (1) M82	fs(1)M82
FBgn0067644	FBgn0067644	sunny side up	sunny-side-up
FBgn0021773	FBgn0021773	ms(3)P115	ms(3)P115
FBgn0011204	FBgn0011204	cueball	cue
FBgn0000174	FBgn0000174	berrytail	ber
FBgn0020808	FBgn0020808	mfs(3)D4	mfs(3)D4
FBgn0022787	FBgn0022787	Helicase 89B	Hel89B
FBgn0000886	FBgn0000886	female sterile (1) M84	fs(1)M84
FBgn0069213	FBgn0069213	hoernchen	hoernchen
FBgn0011232	FBgn0011232	scattered	scat
FBgn0036020	FBgn0036020	Cyclophilin 40	Cyp40
FBgn0011218	FBgn0011218	emmenthal	emm
FBgn0024853	FBgn0024853	mozzarella	moz
FBgn0001179	FBgn0001179	haywire	hay
FBgn0000780	FBgn0000780	female sterile (1) A1509	fs(1)A1509
FBgn0005054	FBgn0005054	female sterile (1) no eggs 13	fs(1)ne13
FBgn0034314	FBgn0034314	no poles	nopo
FBgn0020857	FBgn0020857	female sterile(2)261404	fs(2)261404
FBgn0036341	FBgn0036341	Syntaxin 13	Syx13
FBgn0285937	FBgn0285937	Rab1	Rab1
FBgn0263143	FBgn0263143	vreteno	vret
FBgn0011565	FBgn0011565	beads on a string	boas
FBgn0286199	FBgn0286199	sheepish	shps
FBgn0020306	FBgn0020306	domino	dom
FBgn0011763	FBgn0011763	DP transcription factor	Dp
FBgn0025150	FBgn0025150	ms(2)A6	ms(2)A6
FBgn0000140	FBgn0000140	abnormal spindle	asp
FBgn0000759	FBgn0000759	female sterile (1) A473	fs(1)A473
FBgn0000738	FBgn0000738	female sterile (1) A99	fs(1)A99
FBgn0025152	FBgn0025152	ms(2)A4	ms(2)A4
FBgn0002842	FBgn0002842	spermatocyte arrest	sa
FBgn0032368	FBgn0032368	sperm-associated antigen 4	spag4
FBgn0000920	FBgn0000920	female sterile (1) no eggs 7	fs(1)ne7
FBgn0035800	FBgn0035800	testis-specific gamma-tubulin ring protein 84	t-Grip84
FBgn0000317	FBgn0000317	crinkled	ck
FBgn0011593	FBgn0011593	fs(3)2877	fs(3)2877
FBgn0002808	FBgn0002808	male sterile (1) 401	ms(1)401
FBgn0004797	FBgn0004797	midway	mdy
FBgn0020621	FBgn0020621	Protein kinase N	Pkn
FBgn0011212	FBgn0011212	betel	bet
FBgn0000742	FBgn0000742	female sterile (1) A180	fs(1)A180
FBgn0002770	FBgn0002770	murky	mk
FBgn0026199	FBgn0026199	myoglianin	myo
FBgn0000960	FBgn0000960	female sterile (2) E7	fs(2)E7
FBgn0011648	FBgn0011648	Mothers against dpp	Mad
FBgn0026619	FBgn0026619	Tafazzin	Taz
FBgn0016131	FBgn0016131	Cyclin-dependent kinase 4	Cdk4
FBgn0014355	FBgn0014355	loop unfolding protein-2	lup-2
FBgn0001041	FBgn0001041	female sterile (3) HO5A	fs(3)HO5A
FBgn0082914	FBgn0082914	wasted	wst
FBgn0001015	FBgn0001015	female sterile (3) A6	fs(3)A6
