#SUBMITTED ID	FBID_KEY	NAME	SYMBOL
FBgn0000237	FBgn0000237	bulge	bul
FBgn0013938	FBgn0013938	Enhancer of seven in absentia 3	E(sina)3
FBgn0004963	FBgn0004963	ambiguous	abg
FBgn0003646	FBgn0003646	Suppressor of zeste 4	Su(z)4
FBgn0000173	FBgn0000173	bendless	ben
FBgn0001688	FBgn0001688	lethal (1) ESHS9	l(1)ESHS9
FBgn0065811	FBgn0065811	lethal (2) SH0384	l(2)SH0384
FBgn0024277	FBgn0024277	trio	trio
FBgn0065931	FBgn0065931	lethal (2) SH0134	l(2)SH0134
FBgn0005272	FBgn0005272	lethal (3) SG92	l(3)SG92
FBgn0026654	FBgn0026654	lethal (2) 2D8	l(2)2D8
FBgn0014048	FBgn0014048	Su(tor)2-237	Su(tor)2-237
FBgn0014309	FBgn0014309	lethal (3) neo65	l(3)neo65
FBgn0065920	FBgn0065920	lethal (2) SH0155	l(2)SH0155
FBgn0021975	FBgn0021975	lethal (2) k09927	l(2)k09927
FBgn0027122	FBgn0027122	lethal (?) 5A	l(?)5A
FBgn0277418	FBgn0277418	-	l(3)psg28
FBgn0019741	FBgn0019741	lethal (1) 9	l(1)9
FBgn0038947	FBgn0038947	Secretion-associated Ras-related 1	Sar1
FBgn0035617	FBgn0035617	lethal (3) persistent salivary gland 2	l(3)psg2
FBgn0015375	FBgn0015375	currant bun	cub
FBgn0260120	FBgn0260120	-	2L2853
FBgn0022084	FBgn0022084	lethal (2) k07502b	l(2)k07502b
FBgn0005432	FBgn0005432	flightless K	fliK
FBgn0262524	FBgn0262524	verrocchio	ver
FBgn0022090	FBgn0022090	lethal (2) k07312b	l(2)k07312b
FBgn0024330	FBgn0024330	Mediator complex subunit 6	MED6
FBgn0019733	FBgn0019733	lethal (1) A13	l(1)A13
FBgn0060871	FBgn0060871	lethal (3) S047003	l(3)S047003
FBgn0046844	FBgn0046844	immune response deficient 24	ird24
FBgn0284251	FBgn0284251	lethal (2) 05287	l(2)05287
FBgn0001397	FBgn0001397	lethal (1) 2Dg	l(1)2Dg
FBgn0004655	FBgn0004655	wings apart-like	wapl
FBgn0028190	FBgn0028190	lethal (3) S023426	l(3)S023426
FBgn0027329	FBgn0027329	Chaperonin containing TCP1 subunit 6	CCT6
FBgn0019760	FBgn0019760	lethal (1) 74	l(1)74
FBgn0060388	FBgn0060388	lethal (3) S134012a	l(3)S134012a
FBgn0002354	FBgn0002354	lethal (3) 87Df	l(3)87Df
FBgn0014311	FBgn0014311	lethal (3) ry105	l(3)ry105
FBgn0016689	FBgn0016689	Orientation abnormal	Oab
FBgn0028243	FBgn0028243	lethal (3) S000721	l(3)S000721
FBgn0065765	FBgn0065765	lethal (2) SH0474	l(2)SH0474
FBgn0261111	FBgn0261111	Birt-Hogg-Dube	BHD
FBgn0262872	FBgn0262872	milton	milt
FBgn0060648	FBgn0060648	lethal (3) S083606b	l(3)S083606b
FBgn0002127	FBgn0002127	lethal (2) IP85	l(2)IP85
FBgn0000863	FBgn0000863	female sterile (1) M57	fs(1)M57
FBgn0001751	FBgn0001751	lethal (1) HM24	l(1)HM24
FBgn0060528	FBgn0060528	lethal (3) S101710	l(3)S101710
FBgn0060834	FBgn0060834	lethal (3) S049906c	l(3)S049906c
FBgn0028223	FBgn0028223	lethal (3) S007302	l(3)S007302
FBgn0041738	FBgn0041738	lethal (2) k17019a	l(2)k17019a
FBgn0260623	FBgn0260623	-	2L3328
FBgn0065283	FBgn0065283	lethal (2) SH2024	l(2)SH2024
FBgn0010894	FBgn0010894	sinuous	sinu
FBgn0001739	FBgn0001739	lethal (1) HM9	l(1)HM9
FBgn0021797	FBgn0021797	lethal (2) k17003	l(2)k17003
FBgn0013554	FBgn0013554	lethal (3) ry133	l(3)ry133
FBgn0022323	FBgn0022323	lethal (1) B22.5	l(1)B22.5
FBgn0002664	FBgn0002664	maternal effect early arrest A	mat(2)ea-A
FBgn0001932	FBgn0001932	lethal (2) 25Ee	l(2)25Ee
FBgn0021847	FBgn0021847	Tetratricopeptide repeat domain 7	Ttc7
FBgn0014213	FBgn0014213	lethal (2) 31Ba	l(2)31Ba
FBgn0025172	FBgn0025172	lethal (2) 38Dd	l(2)38Dd
FBgn0263885	FBgn0263885	-	l(3)B27
FBgn0032006	FBgn0032006	PDGF- and VEGF-receptor related	Pvr
FBgn0086657	FBgn0086657	I-kappaB kinase epsilon	IKKepsilon
FBgn0260622	FBgn0260622	-	2L2686
FBgn0004549	FBgn0004549	lethal (4) 102CDu	l(4)102CDu
FBgn0260586	FBgn0260586	-	2L2677
FBgn0065503	FBgn0065503	lethal (2) SH1202	l(2)SH1202
FBgn0019757	FBgn0019757	lethal (1) 75B3	l(1)75B3
FBgn0005759	FBgn0005759	lethal (1) TK403	l(1)TK403
FBgn0266053	FBgn0266053	Protein associated with topo II related - 1	Patr-1
FBgn0033955	FBgn0033955	Tarag	Targ
FBgn0015477	FBgn0015477	Receptor mediated endocytosis 8	Rme-8
FBgn0036804	FBgn0036804	SAGA associated factor 11kDa	Sgf11
FBgn0024580	FBgn0024580	lethal (3) rM060	l(3)rM060
FBgn0004587	FBgn0004587	B52	B52
FBgn0010341	FBgn0010341	Cell division cycle 42	Cdc42
FBgn0261930	FBgn0261930	ventral nervous system defective	vnd
FBgn0016824	FBgn0016824	lethal (1) MZ11	l(1)MZ11
FBgn0065302	FBgn0065302	lethal (2) SH1985	l(2)SH1985
FBgn0250874	FBgn0250874	tiny tim 50	ttm50
FBgn0011028	FBgn0011028	lethal (3) s2500	l(3)s2500
FBgn0002618	FBgn0002618	Minute (3) 80	M(3)80
FBgn0029979	FBgn0029979	maheshvara	mahe
FBgn0061105	FBgn0061105	lethal (3) S008206b	l(3)S008206b
FBgn0005750	FBgn0005750	lethal (1) TK303	l(1)TK303
FBgn0067765	FBgn0067765	lethal (1) 16-1-27	l(1)16-1-27
FBgn0004636	FBgn0004636	Rap1 GTPase	Rap1
FBgn0016832	FBgn0016832	lethal (1) MZ19	l(1)MZ19
FBgn0266674	FBgn0266674	Secretory 15	Sec15
FBgn0262061	FBgn0262061	-	EG162
FBgn0065467	FBgn0065467	lethal (2) SH1338	l(2)SH1338
FBgn0010656	FBgn0010656	lethal (2) 09639	l(2)09639
FBgn0026060	FBgn0026060	Multiple inositol polyphosphate phosphatase 2	Mipp2
FBgn0260635	FBgn0260635	Death-associated inhibitor of apoptosis 1	Diap1
FBgn0003497	FBgn0003497	Squat	Sq
FBgn0065176	FBgn0065176	lethal (3) SH010	l(3)SH010
FBgn0261797	FBgn0261797	Dynein heavy chain 64C	Dhc64C
FBgn0069448	FBgn0069448	E(br)24	E(br)24
FBgn0060376	FBgn0060376	lethal (3) SzB90Cn	l(3)SzB90Cn
FBgn0261864	FBgn0261864	lazybones	lzb
FBgn0013272	FBgn0013272	Gp150	Gp150
FBgn0065443	FBgn0065443	lethal (2) SH1452	l(2)SH1452
FBgn0021901	FBgn0021901	lethal (2) k12408	l(2)k12408
FBgn0026667	FBgn0026667	lethal (1) G0132	l(1)G0132
FBgn0001937	FBgn0001937	lethal (2) 25Fc	l(2)25Fc
FBgn0000495	FBgn0000495	dregs	drg
FBgn0029157	FBgn0029157	slingshot	ssh
FBgn0034933	FBgn0034933	-	CG3735
FBgn0065731	FBgn0065731	lethal (2) SH0553	l(2)SH0553
FBgn0022234	FBgn0022234	lethal (2) k02802	l(2)k02802
FBgn0062592	FBgn0062592	Mod(var)1552	Mod(var)1552
FBgn0065147	FBgn0065147	lethal (3) SH081	l(3)SH081
FBgn0062621	FBgn0062621	Mod(var)1173	Mod(var)1173
FBgn0016070	FBgn0016070	smaug	smg
FBgn0277430	FBgn0277430	-	l(3)psg18
FBgn0013733	FBgn0013733	short stop	shot
FBgn0260779	FBgn0260779	Glutamyl-tRNA amidotransferase, subunit A	GatA
FBgn0003655	FBgn0003655	swallow	swa
FBgn0065191	FBgn0065191	lethal (2) SH2329	l(2)SH2329
FBgn0023045	FBgn0023045	lethal (1) 3Bg	l(1)3Bg
FBgn0061115	FBgn0061115	lethal (3) S005515b	l(3)S005515b
FBgn0065430	FBgn0065430	lethal (2) SH1496	l(2)SH1496
FBgn0001775	FBgn0001775	lethal (1) M53	l(1)M53
FBgn0014332	FBgn0014332	lethal (3) ry98	l(3)ry98
FBgn0005561	FBgn0005561	shaven	sv
FBgn0024674	FBgn0024674	lethal (2) k00503	l(2)k00503
FBgn0000225	FBgn0000225	Blunt short bristle	Bsb
FBgn0260607	FBgn0260607	-	2L1809
FBgn0019750	FBgn0019750	lethal (1) 815-3	l(1)815-3
FBgn0065744	FBgn0065744	lethal (2) SH0520	l(2)SH0520
FBgn0004641	FBgn0004641	Enhancer of sevenless 3D	E(sev)3D
FBgn0019787	FBgn0019787	lethal (1) 16	l(1)16
FBgn0002521	FBgn0002521	pleiohomeotic	pho
FBgn0002041	FBgn0002041	lethal (2) 37De	l(2)37De
FBgn0024224	FBgn0024224	immune response deficient 10	ird10
FBgn0052594	FBgn0052594	ben	be
FBgn0261239	FBgn0261239	Hormone receptor-like in 39	Hr39
FBgn0027378	FBgn0027378	MORF-related gene 15	MRG15
FBgn0016641	FBgn0016641	Protein tyrosine phosphatase-ERK/Enhancer of Ras1	PTP-ER
FBgn0260092	FBgn0260092	-	2L2769
FBgn0026247	FBgn0026247	flight defective B at 89B	fldB
FBgn0060730	FBgn0060730	lethal (3) S067309	l(3)S067309
FBgn0261270	FBgn0261270	Selenophosphate synthetase 1	Sps1
FBgn0046119	FBgn0046119	E(To)6	E(To)6
FBgn0061126	FBgn0061126	lethal (3) S003405b	l(3)S003405b
FBgn0000501	FBgn0000501	dispersed	dsp
FBgn0283471	FBgn0283471	wings up A	wupA
FBgn0011703	FBgn0011703	Ribonucleoside diphosphate reductase large subunit	RnrL
FBgn0262743	FBgn0262743	Female sterile (2) Ketel	Fs(2)Ket
FBgn0000543	FBgn0000543	ecdysoneless	ecd
FBgn0028210	FBgn0028210	lethal (3) S011004	l(3)S011004
FBgn0286516	FBgn0286516	aaquetzalli	aqz
FBgn0028515	FBgn0028515	Endonuclease G inhibitor	EndoGI
FBgn0060810	FBgn0060810	lethal (3) S054516	l(3)S054516
FBgn0022734	FBgn0022734	lethal (1) 3Ai	l(1)3Ai
FBgn0001769	FBgn0001769	lethal (1) M39	l(1)M39
FBgn0065660	FBgn0065660	lethal (2) SH0714	l(2)SH0714
FBgn0261885	FBgn0261885	osa	osa
FBgn0001515	FBgn0001515	lethal (1) 10Fi	l(1)10Fi
FBgn0065182	FBgn0065182	lethal (3) SH001	l(3)SH001
FBgn0005102	FBgn0005102	Giant on 2	Gt-2
FBgn0261064	FBgn0261064	Rabenosyn-5	Rbsn-5
FBgn0024189	FBgn0024189	sticks and stones	sns
FBgn0024554	FBgn0024554	lethal (3) L4111	l(3)L4111
FBgn0028112	FBgn0028112	lethal (3) S066317	l(3)S066317
FBgn0060575	FBgn0060575	lethal (3) S095708	l(3)S095708
FBgn0032228	FBgn0032228	Cathepsin L4	CtsL4
FBgn0004885	FBgn0004885	tolkin	tok
FBgn0060795	FBgn0060795	lethal (3) S058407	l(3)S058407
FBgn0065128	FBgn0065128	lethal (3) SH137	l(3)SH137
FBgn0067376	FBgn0067376	lethal (2) NC12	l(2)NC12
FBgn0015471	FBgn0015471	lethal (2) 45ABa	l(2)45ABa
FBgn0003289	FBgn0003289	alpha methyl dopa-resistant on 3	Rst(3)amd
FBgn0260083	FBgn0260083	-	2L2181
FBgn0043038	FBgn0043038	lethal (2) 42Bf	l(2)42Bf
FBgn0061156	FBgn0061156	lethal (2) 30Ba	l(2)30Ba
FBgn0027280	FBgn0027280	orion	orion
FBgn0002787	FBgn0002787	Regulatory particle non-ATPase 8	Rpn8
FBgn0004435	FBgn0004435	G protein alpha subunit q	Galphaq
FBgn0067359	FBgn0067359	lethal (2) NC85	l(2)NC85
FBgn0003301	FBgn0003301	rutabaga	rut
FBgn0031879	FBgn0031879	uninflatable	uif
FBgn0002073	FBgn0002073	lethal (2) 49Fb	l(2)49Fb
FBgn0002481	FBgn0002481	lethal (3) SG38	l(3)SG38
FBgn0261383	FBgn0261383	Integrator 6	IntS6
FBgn0024652	FBgn0024652	lethal (2) k08625	l(2)k08625
FBgn0023000	FBgn0023000	methuselah	mth
FBgn0264959	FBgn0264959	Src oncogene at 42A	Src42A
FBgn0002663	FBgn0002663	maternal effect cellularisation defect L	mat(2)cell-L
FBgn0065929	FBgn0065929	lethal (2) SH0139	l(2)SH0139
FBgn0035851	FBgn0035851	Mediator complex subunit 24	MED24
FBgn0067764	FBgn0067764	lethal (1) 16-3-98	l(1)16-3-98
FBgn0264556	FBgn0264556	Gustatory receptor 39a	Gr39a
FBgn0001461	FBgn0001461	lethal (1) 7Eb	l(1)7Eb
FBgn0020052	FBgn0020052	E(w[a])829	E(w[a])829
FBgn0002905	FBgn0002905	DNA polymerase theta	PolQ
FBgn0065235	FBgn0065235	lethal (2) SH2166	l(2)SH2166
FBgn0060532	FBgn0060532	lethal (3) S101003b	l(3)S101003b
FBgn0025161	FBgn0025161	lethal (2) GA1019	l(2)GA1019
FBgn0060721	FBgn0060721	lethal (3) S068601b	l(3)S068601b
FBgn0082625	FBgn0082625	S(CycE[JP])3.3	S(CycE[JP])3.3
FBgn0005713	FBgn0005713	lethal (1) TK116	l(1)TK116
FBgn0288976	FBgn0288976	Dynein axonemal assembly factor 5	Dnaaf5
FBgn0023007	FBgn0023007	lethal (3) S113105	l(3)S113105
FBgn0065743	FBgn0065743	lethal (2) SH0521	l(2)SH0521
FBgn0010382	FBgn0010382	Cyclin E	CycE
FBgn0060697	FBgn0060697	lethal (3) S072517b	l(3)S072517b
FBgn0012030	FBgn0012030	lethal (2) DTS18 Suzuki & Procunier	l(2)DTS18SP
FBgn0065709	FBgn0065709	lethal (2) SH0608	l(2)SH0608
FBgn0036518	FBgn0036518	Rho GTPase activating protein at 71E	RhoGAP71E
FBgn0028101	FBgn0028101	lethal (3) S072613a	l(3)S072613a
FBgn0060708	FBgn0060708	lethal (3) S070316	l(3)S070316
FBgn0065496	FBgn0065496	lethal (2) SH1218	l(2)SH1218
FBgn0060656	FBgn0060656	lethal (3) S082901	l(3)S082901
FBgn0002006	FBgn0002006	lethal (2) 36Ca	l(2)36Ca
FBgn0027119	FBgn0027119	lethal (?) rO127	l(?)rO127
FBgn0021967	FBgn0021967	NADH dehydrogenase (ubiquinone) PDSW subunit	ND-PDSW
FBgn0005412	FBgn0005412	diskless	dsl
FBgn0002791	FBgn0002791	morula	mr
FBgn0016901	FBgn0016901	lethal (3) 72CDc	l(3)72CDc
FBgn0004101	FBgn0004101	blistered	bs
FBgn0065684	FBgn0065684	lethal (2) SH0660	l(2)SH0660
FBgn0017358	FBgn0017358	lethal (3) L10	l(3)L10
FBgn0014992	FBgn0014992	lethal (2) 47Aa	l(2)47Aa
FBgn0010934	FBgn0010934	lethal (3) 09291	l(3)09291
FBgn0005760	FBgn0005760	lethal (1) TK404	l(1)TK404
FBgn0024675	FBgn0024675	lethal (2) k00313	l(2)k00313
FBgn0004666	FBgn0004666	single-minded	sim
FBgn0065221	FBgn0065221	lethal (2) SH2227	l(2)SH2227
FBgn0004988	FBgn0004988	Branchlet	Branchlet
FBgn0086784	FBgn0086784	stambha A	stmA
FBgn0263144	FBgn0263144	bicoid-interacting protein 3	bin3
FBgn0023432	FBgn0023432	lethal (2) 55Ca	l(2)55Ca
FBgn0003041	FBgn0003041	pebble	pbl
FBgn0016819	FBgn0016819	lethal (1) L6	l(1)L6
FBgn0002452	FBgn0002452	lethal (3) SG5	l(3)SG5
FBgn0022227	FBgn0022227	lethal (2) k03110	l(2)k03110
FBgn0060349	FBgn0060349	lethal (3) S142215b	l(3)S142215b
FBgn0010877	FBgn0010877	lethal (3) 05822	l(3)05822
FBgn0019624	FBgn0019624	Cytochrome c oxidase subunit 5A	COX5A
FBgn0010787	FBgn0010787	lethal (3) 02732	l(3)02732
FBgn0039846	FBgn0039846	Polynucleotide phosphorylase	PNPase
FBgn0011592	FBgn0011592	frazzled	fra
FBgn0002397	FBgn0002397	lethal (3) 96Fa	l(3)96Fa
FBgn0065485	FBgn0065485	lethal (2) SH1263	l(2)SH1263
FBgn0005585	FBgn0005585	Calreticulin	Calr
FBgn0000139	FBgn0000139	absent, small, or homeotic discs 2	ash2
FBgn0065938	FBgn0065938	lethal (2) SH0120	l(2)SH0120
FBgn0060910	FBgn0060910	lethal (3) S042834a	l(3)S042834a
FBgn0026379	FBgn0026379	Phosphatase and tensin homolog	Pten
FBgn0028201	FBgn0028201	lethal (3) S018801	l(3)S018801
FBgn0069322	FBgn0069322	X-162-11	X-162-11
FBgn0060554	FBgn0060554	lethal (3) S097416	l(3)S097416
FBgn0021776	FBgn0021776	miranda	mira
FBgn0001189	FBgn0001189	halfway	hfw
FBgn0001556	FBgn0001556	lethal (1) 19Ca	l(1)19Ca
FBgn0283525	FBgn0283525	lethal (2) 10685	l(2)10685
FBgn0019702	FBgn0019702	lethal (2) 42Bc	l(2)42Bc
FBgn0011367	FBgn0011367	lethal (3) j4D1	l(3)j4D1
FBgn0046122	FBgn0046122	E(To)13	E(To)13
FBgn0027625	FBgn0027625	taxi-like	tx-like
FBgn0025769	FBgn0025769	lethal (3) 89Cg	l(3)89Cg
FBgn0027198	FBgn0027198	lethal (2) 2B	l(2)2B
FBgn0086302	FBgn0086302	polka dot	polk
FBgn0003079	FBgn0003079	Raf oncogene	Raf
FBgn0021804	FBgn0021804	lethal (2) k16805	l(2)k16805
FBgn0043563	FBgn0043563	Su(hh)IV	Su(hh)IV
FBgn0029858	FBgn0029858	mulder	mldr
FBgn0010765	FBgn0010765	lethal (3) 01969	l(3)01969
FBgn0022265	FBgn0022265	lethal (2) k00611	l(2)k00611
FBgn0286786	FBgn0286786	hoi-polloi	hoip
FBgn0004964	FBgn0004964	lethal (1) 17Cb	l(1)17Cb
FBgn0027294	FBgn0027294	lethal (1) G0150	l(1)G0150
FBgn0026204	FBgn0026204	milou	milou
FBgn0065634	FBgn0065634	lethal (2) SH0771	l(2)SH0771
FBgn0261597	FBgn0261597	Ribosomal protein S26	RpS26
FBgn0028070	FBgn0028070	lethal (3) S090302	l(3)S090302
FBgn0028083	FBgn0028083	lethal (3) S085009	l(3)S085009
FBgn0013325	FBgn0013325	Ribosomal protein L11	RpL11
FBgn0259978	FBgn0259978	vulcan	vlc
FBgn0043027	FBgn0043027	lethal (2) 42Ec	l(2)42Ec
FBgn0027651	FBgn0027651	lethal (2) 44A	l(2)44A
FBgn0003567	FBgn0003567	suppressor of Hairy wing	su(Hw)
FBgn0065781	FBgn0065781	lethal (2) SH0443	l(2)SH0443
FBgn0065623	FBgn0065623	lethal (2) SH0799	l(2)SH0799
FBgn0044496	FBgn0044496	DTD45.10	DTD45.10
FBgn0027130	FBgn0027130	lethal (3) C109	l(3)C109
FBgn0001108	FBgn0001108	Dynactin 1, p150 subunit	DCTN1-p150
FBgn0262103	FBgn0262103	Salt-inducible kinase 3	Sik3
FBgn0039620	FBgn0039620	waterproof	wat
FBgn0028060	FBgn0028060	lethal (3) S093411	l(3)S093411
FBgn0021826	FBgn0021826	lethal (2) k16105	l(2)k16105
FBgn0011217	FBgn0011217	effete	eff
FBgn0002237	FBgn0002237	lethal (3) 68Bd	l(3)68Bd
FBgn0060446	FBgn0060446	lethal (3) S122407b	l(3)S122407b
FBgn0032935	FBgn0032935	Autophagy-related 18b	Atg18b
FBgn0000319	FBgn0000319	Clathrin heavy chain	Chc
FBgn0021884	FBgn0021884	lethal (2) k13403	l(2)k13403
FBgn0025162	FBgn0025162	lethal (2) 49Fp	l(2)49Fp
FBgn0023051	FBgn0023051	lethal (1) 3Al	l(1)3Al
FBgn0011530	FBgn0011530	lethal (2) 06424	l(2)06424
FBgn0086350	FBgn0086350	teflon	tef
FBgn0003916	FBgn0003916	small nuclear RNA U1 at 21D	snRNA:U1:21D
FBgn0065162	FBgn0065162	lethal (3) SH040	l(3)SH040
FBgn0025749	FBgn0025749	lethal (3) 95Ax	l(3)95Ax
FBgn0025754	FBgn0025754	lethal (3) 93DFh	l(3)93DFh
FBgn0041144	FBgn0041144	lethal (1) 1Bm	l(1)1Bm
FBgn0024859	FBgn0024859	lethal (3) 96Bc	l(3)96Bc
FBgn0003015	FBgn0003015	oskar	osk
FBgn0033081	FBgn0033081	geminin	geminin
FBgn0015270	FBgn0015270	Origin recognition complex subunit 2	Orc2
FBgn0019872	FBgn0019872	lethal (3) 96Ab	l(3)96Ab
FBgn0003866	FBgn0003866	teashirt	tsh
FBgn0003435	FBgn0003435	smooth	sm
FBgn0004449	FBgn0004449	Tenascin major	Ten-m
FBgn0000536	FBgn0000536	easily shocked	eas
FBgn0060638	FBgn0060638	lethal (3) S084307b	l(3)S084307b
FBgn0061136	FBgn0061136	lethal (3) S001012	l(3)S001012
FBgn0284254	FBgn0284254	Importin beta11	Impbeta11
FBgn0016803	FBgn0016803	lethal (1) K5	l(1)K5
FBgn0005558	FBgn0005558	eyeless	ey
FBgn0065606	FBgn0065606	lethal (2) SH0848	l(2)SH0848
FBgn0060459	FBgn0060459	lethal (3) S117708b	l(3)S117708b
FBgn0000163	FBgn0000163	bazooka	baz
FBgn0001959	FBgn0001959	lethal (2) 34Db	l(2)34Db
FBgn0002676	FBgn0002676	maternal effect syncytial blastoderm arrest D	mat(2)syn-D
FBgn0060500	FBgn0060500	lethal (3) S106713	l(3)S106713
FBgn0011224	FBgn0011224	hephaestus	heph
FBgn0061507	FBgn0061507	lethal (2) 24Ac	l(2)24Ac
FBgn0010881	FBgn0010881	lethal (3) 05967	l(3)05967
FBgn0016896	FBgn0016896	lethal (3) 64Cf	l(3)64Cf
FBgn0027270	FBgn0027270	lethal (1) G0209	l(1)G0209
FBgn0002084	FBgn0002084	lethal (2) 49Fm	l(2)49Fm
FBgn0262319	FBgn0262319	mir-1000 stem loop	mir-1000
FBgn0028001	FBgn0028001	lethal (3) S119715	l(3)S119715
FBgn0010930	FBgn0010930	lethal (3) 08724	l(3)08724
FBgn0261850	FBgn0261850	Xeroderma pigmentosum D	Xpd
FBgn0065912	FBgn0065912	lethal (2) SH0177	l(2)SH0177
FBgn0065953	FBgn0065953	lethal (2) SH0067	l(2)SH0067
FBgn0065136	FBgn0065136	lethal (3) SH116	l(3)SH116
FBgn0284243	FBgn0284243	beta-Tubulin at 56D	betaTub56D
FBgn0004795	FBgn0004795	retained	retn
FBgn0022239	FBgn0022239	lethal (2) k02505	l(2)k02505
FBgn0015222	FBgn0015222	Ferritin 1 heavy chain homologue	Fer1HCH
FBgn0011715	FBgn0011715	Snf5-related 1	Snr1
FBgn0019791	FBgn0019791	lethal (1) 12	l(1)12
FBgn0023065	FBgn0023065	lethal (1) 20Bd	l(1)20Bd
FBgn0019802	FBgn0019802	lethal (1) 02	l(1)02
FBgn0284246	FBgn0284246	lethal (2) k09848	l(2)k09848
FBgn0028021	FBgn0028021	lethal (3) S104018b	l(3)S104018b
FBgn0013518	FBgn0013518	lethal (1) rp1	l(1)rp1
FBgn0065815	FBgn0065815	lethal (2) SH0379	l(2)SH0379
FBgn0065483	FBgn0065483	lethal (2) SH1275	l(2)SH1275
FBgn0000261	FBgn0000261	Catalase	Cat
FBgn0060603	FBgn0060603	lethal (3) S091603	l(3)S091603
FBgn0027087	FBgn0027087	Histidyl-tRNA synthetase	HisRS
FBgn0015509	FBgn0015509	Cullin 1	Cul1
FBgn0043571	FBgn0043571	SK2-3	SK2-3
FBgn0005640	FBgn0005640	Ecdysone-induced protein 63E	Eip63E
FBgn0043031	FBgn0043031	lethal (2) 42Cd	l(2)42Cd
FBgn0013574	FBgn0013574	lethal (3) 82Fb	l(3)82Fb
FBgn0069314	FBgn0069314	X-195-35	X-195-35
FBgn0016013	FBgn0016013	Fumarylacetoacetase	Faa
FBgn0013487	FBgn0013487	lethal (1) 5PP10	l(1)5PP10
FBgn0004170	FBgn0004170	scute	sc
FBgn0010622	FBgn0010622	Dynactin 3, p24 subunit	DCTN3-p24
FBgn0025373	FBgn0025373	Farnesyl pyrophosphate synthase	Fpps
FBgn0061089	FBgn0061089	lethal (3) S011513a	l(3)S011513a
FBgn0260078	FBgn0260078	-	2L3651
FBgn0259111	FBgn0259111	Na[+]-driven anion exchanger 1	Ndae1
FBgn0011182	FBgn0011182	lethal (1) 294-16	l(1)294-16
FBgn0063418	FBgn0063418	lethal (3) 3450-E	l(3)3450-E
FBgn0011403	FBgn0011403	lethal (3) j7C3	l(3)j7C3
FBgn0065519	FBgn0065519	lethal (2) SH1139	l(2)SH1139
FBgn0032337	FBgn0032337	Allatostatin double C	AstCC
FBgn0013497	FBgn0013497	lethal (1) 14Ag	l(1)14Ag
FBgn0086299	FBgn0086299	lackluster	lackluster
FBgn0038585	FBgn0038585	Novel nucleolar protein 3	Non3
FBgn0026684	FBgn0026684	lethal (1) G0078	l(1)G0078
FBgn0021955	FBgn0021955	lethal (2) k10237	l(2)k10237
FBgn0022158	FBgn0022158	lethal (2) k05722	l(2)k05722
FBgn0003891	FBgn0003891	tudor	tud
FBgn0026261	FBgn0026261	bonsai	bonsai
FBgn0065898	FBgn0065898	lethal (2) SH0204	l(2)SH0204
FBgn0011178	FBgn0011178	lethal (1) 291-69	l(1)291-69
FBgn0021931	FBgn0021931	lethal (2) k11021	l(2)k11021
FBgn0022308	FBgn0022308	lethal (1) K87.2	l(1)K87.2
FBgn0065577	FBgn0065577	lethal (2) SH0951	l(2)SH0951
FBgn0065909	FBgn0065909	lethal (2) SH0184	l(2)SH0184
FBgn0015415	FBgn0015415	lethal (1) 15DFa	l(1)15DFa
FBgn0052133	FBgn0052133	PAX transcription activation domain interacting protein	Ptip
FBgn0011521	FBgn0011521	lethal (3) rM731	l(3)rM731
FBgn0013751	FBgn0013751	Arrowhead	Awh
FBgn0065155	FBgn0065155	lethal (3) SH052	l(3)SH052
FBgn0022272	FBgn0022272	lethal (2) k00224	l(2)k00224
FBgn0043887	FBgn0043887	lethal (3) S118502b	l(3)S118502b
FBgn0060452	FBgn0060452	lethal (3) S119607b	l(3)S119607b
FBgn0002388	FBgn0002388	lethal (3) 93Dd	l(3)93Dd
FBgn0040154	FBgn0040154	lethal (1) G0467	l(1)G0467
FBgn0028304	FBgn0028304	lethal (1) G0378	l(1)G0378
FBgn0002498	FBgn0002498	lethal (3) SG59	l(3)SG59
FBgn0004372	FBgn0004372	always early	aly
FBgn0250788	FBgn0250788	beta Spectrin	beta-Spec
FBgn0002704	FBgn0002704	Moire	Me
FBgn0065786	FBgn0065786	lethal (2) SH0435	l(2)SH0435
FBgn0086419	FBgn0086419	lethal (3) CHc	l(3)CHc
FBgn0001762	FBgn0001762	lethal (1) M19	l(1)M19
FBgn0004068	FBgn0004068	female sterile (2) maternal effect lethal 2	fs(2)mel2
FBgn0027166	FBgn0027166	lethal (2) K2	l(2)K2
FBgn0065580	FBgn0065580	lethal (2) SH0942	l(2)SH0942
FBgn0011031	FBgn0011031	lethal (3) s2564	l(3)s2564
FBgn0020529	FBgn0020529	lethal (3) CB24	l(3)CB24
FBgn0065844	FBgn0065844	lethal (2) SH0320	l(2)SH0320
FBgn0028158	FBgn0028158	lethal (3) S041706	l(3)S041706
FBgn0000419	FBgn0000419	dark body	db
FBgn0061164	FBgn0061164	lethal (1) 3At	l(1)3At
FBgn0022051	FBgn0022051	lethal (2) k08222	l(2)k08222
FBgn0065359	FBgn0065359	lethal (2) SH1750	l(2)SH1750
FBgn0262029	FBgn0262029	dachs	dachs
FBgn0003517	FBgn0003517	stubarista	sta
FBgn0028054	FBgn0028054	lethal (3) S095109	l(3)S095109
FBgn0060585	FBgn0060585	lethal (3) S094105b	l(3)S094105b
